full_extraction,receipt_extraction,mongo_save,send_to_queue
5.23042893409729,3.6786394119262695,0.04400300979614258,0.00095367431640625
5.23042893409729,3.6786394119262695,0.04400300979614258,0.00095367431640625
6.039669990539551,5.018979787826538,0.0553898811340332,0.0074863433837890625
6.039669990539551,5.018979787826538,0.0553898811340332,0.0074863433837890625
6.039669990539551,5.018979787826538,0.0553898811340332,0.0074863433837890625
5.7899861335754395,4.782384872436523,0.022976398468017578,0.006371498107910156
6.292417287826538,5.249975919723511,0.0231783390045166,0.006388664245605469
5.044999837875366,4.118862867355347,0.025757789611816406,0.00910496711730957
4.956740379333496,4.083103656768799,0.01871943473815918,0.01011037826538086
5.7205634117126465,4.7402002811431885,0.025661706924438477,0.007902383804321289
5.357267141342163,4.519213914871216,0.01954197883605957,1.6689300537109375e-06
4.687498569488525,3.79091739654541,0.015080928802490234,3.5762786865234375e-06
5.8507468700408936,4.934809446334839,0.03108668327331543,7.152557373046875e-07
4.092732906341553,3.1987552642822266,0.018737316131591797,9.5367431640625e-07
4.965880870819092,4.092808246612549,0.025822877883911133,1.1920928955078125e-06
3.907863140106201,3.033662796020508,0.01614665985107422,7.867813110351562e-06
5.098993301391602,4.14729118347168,0.020674705505371094,0.0068721771240234375
5.098993301391602,4.14729118347168,0.020674705505371094,0.0068721771240234375
5.098993301391602,4.14729118347168,0.020674705505371094,0.0068721771240234375
4.843897104263306,3.9852771759033203,0.024099349975585938,1.1920928955078125e-06
3.8194048404693604,2.9672651290893555,0.01658916473388672,1.5497207641601562e-05
5.824977397918701,4.855669021606445,0.021066665649414062,0.007363557815551758
5.824977397918701,4.855669021606445,0.021066665649414062,0.007363557815551758
7.946356534957886,6.992349863052368,0.021840333938598633,0.008254051208496094
7.946356534957886,6.992349863052368,0.021840333938598633,0.008254051208496094
6.3965959548950195,5.417397499084473,0.031998634338378906,0.006524801254272461
6.3965959548950195,5.417397499084473,0.031998634338378906,0.006524801254272461
6.104444980621338,5.131979465484619,0.028986454010009766,0.0062177181243896484
6.104444980621338,5.131979465484619,0.028986454010009766,0.0062177181243896484
6.104444980621338,5.131979465484619,0.028986454010009766,0.0062177181243896484
6.751861572265625,5.497320175170898,0.05938267707824707,0.009884119033813477
6.751861572265625,5.497320175170898,0.05938267707824707,0.009884119033813477
6.751861572265625,5.497320175170898,0.05938267707824707,0.009884119033813477
6.751861572265625,5.497320175170898,0.05938267707824707,0.009884119033813477
6.350523471832275,5.303971529006958,0.0606694221496582,0.006734371185302734
6.350523471832275,5.303971529006958,0.0606694221496582,0.006734371185302734
6.350523471832275,5.303971529006958,0.0606694221496582,0.006734371185302734
6.350523471832275,5.303971529006958,0.0606694221496582,0.006734371185302734
6.350523471832275,5.303971529006958,0.0606694221496582,0.006734371185302734
6.350523471832275,5.303971529006958,0.0606694221496582,0.006734371185302734
6.350523471832275,5.303971529006958,0.0606694221496582,0.006734371185302734
6.350523471832275,5.303971529006958,0.0606694221496582,0.006734371185302734
6.350523471832275,5.303971529006958,0.0606694221496582,0.006734371185302734
6.350523471832275,5.303971529006958,0.0606694221496582,0.006734371185302734
6.350523471832275,5.303971529006958,0.0606694221496582,0.006734371185302734
4.895675182342529,3.84365177154541,0.05471539497375488,0.006357669830322266
4.756332635879517,3.846442937850952,0.06214261054992676,1.430511474609375e-06
6.330120086669922,5.304709196090698,0.09264254570007324,0.008702754974365234
4.315474987030029,3.3156847953796387,0.04842829704284668,1.1920928955078125e-06
4.569977760314941,3.617215633392334,0.05808067321777344,7.152557373046875e-07
4.569977760314941,3.617215633392334,0.05808067321777344,7.152557373046875e-07
4.569977760314941,3.617215633392334,0.05808067321777344,7.152557373046875e-07
4.569977760314941,3.617215633392334,0.05808067321777344,7.152557373046875e-07
4.569977760314941,3.617215633392334,0.05808067321777344,7.152557373046875e-07
4.569977760314941,3.617215633392334,0.05808067321777344,7.152557373046875e-07
4.569977760314941,3.617215633392334,0.05808067321777344,7.152557373046875e-07
4.569977760314941,3.617215633392334,0.05808067321777344,7.152557373046875e-07
4.569977760314941,3.617215633392334,0.05808067321777344,7.152557373046875e-07
4.569977760314941,3.617215633392334,0.05808067321777344,7.152557373046875e-07
4.569977760314941,3.617215633392334,0.05808067321777344,7.152557373046875e-07
4.569977760314941,3.617215633392334,0.05808067321777344,7.152557373046875e-07
5.18371057510376,4.280545473098755,0.06228232383728027,7.152557373046875e-07
3.9027063846588135,2.962533712387085,0.06060338020324707,5.4836273193359375e-06
5.825934886932373,4.930628776550293,0.0815887451171875,9.5367431640625e-07
4.736195087432861,3.8589086532592773,0.05636739730834961,1.1920928955078125e-06
4.128655910491943,3.191629648208618,0.049346923828125,3.814697265625e-06
4.768000364303589,3.766718626022339,0.09304571151733398,0.008566856384277344
6.537931203842163,5.54240345954895,0.06440019607543945,0.007213592529296875
6.306818008422852,5.305560111999512,0.05660748481750488,0.007174015045166016
4.240041494369507,3.326357126235962,0.05029153823852539,0.00784444808959961
4.150609254837036,3.2157154083251953,0.04929471015930176,0.007734060287475586
4.150609254837036,3.2157154083251953,0.04929471015930176,0.007734060287475586
